NAME,PRIMARY TYPE,LAST ERUPTION YEAR,COUNTRY,REGION2,SUBREGION,LATITUDE,LONGITUDE,ELEVATION,EVIDENCE CATEGORY,POPULATION WITHIN 5KM,POPULATION WITHIN 10KM,POPULATION WITHIN 30KM,POPULATION WITHIN 100KM
Sara Sara,Stratovolcano,Unknown,Peru,"South America","Peru",-15.33,-73.45,5522,Evidence Credible,53,751,18707,127762
Sarigan,Stratovolcano,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.708,145.78,538,Evidence Credible,0,0,0,0
Sarik-Gajah,Pyroclastic cone(s),Unknown,Indonesia,"Indonesia","Sumatra",0.074,100.189,737,Evidence Uncertain,5188,21465,247754,2951369
Sarychev Peak,Stratovolcano,2009,Russia,"Kuril Islands","Kuril Islands",48.092,153.2,1496,Eruption Observed,17,143,143,148
Sashiusudake [Baransky],Stratovolcano,1951,Japan - administered by Russia,"Kuril Islands","Kuril Islands",45.1,148.019,1125,Eruption Observed,0,0,4061,6487
Saunders,Stratovolcano,2015,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-57.8,-26.483,843,Eruption Observed,0,0,0,0
Savai'i,Shield,1911,Samoa,"New Zealand to Fiji","Samoan and Wallis Islands",-13.612,-172.525,1858,Eruption Observed,0,59,34215,188465
Savo,Stratovolcano,1847,Solomon Islands,"Melanesia and Australia","Bougainville and Solomon Islands",-9.13,159.82,485,Eruption Observed,3200,3200,6251,174571
Sawad,Volcanic field,1253,Yemen,"Middle East and Indian Ocean","Middle East (southern)",13.58,46.12,1737,Eruption Observed,74598,74598,74598,850297
Schmidt,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.92,160.63,2020,Evidence Credible,0,0,441,3953
Seal Nunataks Group,Pyroclastic cone(s),Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-65.03,-60.05,368,Evidence Credible,0,0,0,0
Seamount X,Submarine,Unknown,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.25,144.02,-1230,Unrest / Holocene,0,0,0,167168
Sedankinsky,Shield,-7050,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.27,160.08,1241,Eruption Dated,0,0,77,3603
Segererua Plateau,Pyroclastic cone(s),Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",1.57,37.9,699,Evidence Credible,5211,5211,11949,147996
Seguam,Stratovolcano(es),1993,United States,"Alaska","Aleutian Islands",52.315,-172.51,1054,Eruption Observed,0,0,0,0
Segula,Stratovolcano,Unknown,United States,"Alaska","Aleutian Islands",52.015,178.136,1160,Evidence Credible,0,0,0,0
Sekincau Belirang,Caldera(s),Unknown,Indonesia,"Indonesia","Sumatra",-5.107,104.317,1717,Unrest / Holocene,176,2238,18911,2336471
Semeru,Stratovolcano,2017,Indonesia,"Indonesia","Java",-8.108,112.922,3657,Eruption Observed,2686,8375,1022197,20098931
Semisopochnoi,Stratovolcano,1987,United States,"Alaska","Aleutian Islands",51.93,179.58,1221,Eruption Observed,0,0,0,0
Serdan-Oriental,Tuff cone(s),Unknown,Mexico,"México and Central America","Mexico",19.27,-97.47,3485,Evidence Credible,93158,93158,211350,7672879
Serua,Stratovolcano,1921,Indonesia,"Indonesia","Banda Sea",-6.312,130.017,608,Eruption Observed,58,58,58,258
Sessagara,Pyroclastic cone(s),Unknown,Papua New Guinea,"Melanesia and Australia","New Guinea and D'Entrecasteaux Islands",-9.48,149.13,370,Evidence Credible,5210,5210,9898,131143
Sete Cidades,Stratovolcano,1880,Portugal,"Atlantic Ocean","Azores",37.87,-25.78,856,Eruption Observed,3515,10365,102848,127154
Seulawah Agam,Stratovolcano,1839,Indonesia,"Indonesia","Sumatra",5.448,95.658,1810,Eruption Observed,226,10555,306345,1565392
Severny,Shield,-1550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.28,160.87,1936,Eruption Dated,0,0,4,3152
Sharat Kovakab,Volcanic field,Unknown,Syria,"Middle East and Indian Ocean","Middle East (western)",36.53,40.85,534,Evidence Credible,176268,176268,228172,1826752
Shasta,Stratovolcano,1786,United States,"Canada and Western USA","USA (California)",41.409,-122.193,4317,Eruption Observed,0,35,19785,265016
Sheveluch,Stratovolcano,2017,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",56.653,161.36,3283,Eruption Observed,0,0,1718,11613
Shiga,Shield(s),Unknown,Japan,"Japan, Taiwan, Marianas","Honshu",36.688,138.519,2041,Evidence Uncertain,2474,9610,449713,5784413
Shikaribetsu Group,Lava dome(s),Unknown,Japan,"Japan, Taiwan, Marianas","Hokkaido",43.312,143.096,1401,Evidence Uncertain,21,166,29809,1179682
Shikotsu,Caldera,1981,Japan,"Japan, Taiwan, Marianas","Hokkaido",42.688,141.38,1320,Eruption Observed,130474,130474,316816,3096376
Shiretoko-Iozan,Stratovolcano,1936,Japan,"Japan, Taiwan, Marianas","Hokkaido",44.133,145.161,1562,Eruption Observed,6,1516,7890,209060
Shirinki,Stratovolcano,Unknown,Russia,"Kuril Islands","Kuril Islands",50.2,154.98,761,Evidence Credible,0,0,50,1389
Shishaldin,Stratovolcano,2015,United States,"Alaska","Aleutian Islands",54.756,-163.97,2857,Eruption Observed,0,0,10,197
Shisheika,Lava dome,-2240,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.153,161.09,355,Eruption Dated,0,8,363,7530
Shishel,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.45,160.37,2525,Evidence Uncertain,0,0,35,2851
Sibualbuali,Stratovolcano,Unknown,Indonesia,"Indonesia","Sumatra",1.556,99.255,1819,Evidence Uncertain,2249,10838,404339,2481584
Silali,Shield,-5050,Kenya,"Africa and Red Sea","Africa (eastern)",1.15,36.23,1528,Eruption Dated,157,784,18705,917921
Silay,Stratovolcano,Unknown,Philippines,"Philippines and SE Asia","Central Philippines",10.77,123.23,1510,Unrest / Holocene,310,11499,1167963,9522729
Silverthrone,Caldera,Unknown,Canada,"Canada and Western USA","Canada",51.43,-126.3,3160,Evidence Credible,7,7,67,1278
Simbo,Stratovolcano(es),1910,Solomon Islands,"Melanesia and Australia","Bougainville and Solomon Islands",-8.292,156.52,335,Eruption Dated,210,240,833,27923
Sinabung,Stratovolcano,2017,Indonesia,"Indonesia","Sumatra",3.17,98.392,2460,Eruption Observed,997,13801,163630,7646863
Sinarka,Stratovolcano,1878,Russia,"Kuril Islands","Kuril Islands",48.873,154.182,911,Eruption Observed,0,3,3,57
Singkut,Caldera(s),1881,Indonesia,"Indonesia","Sumatra",3.248,98.501,2181,Eruption Observed,11833,21448,228453,7958409
Singu Plateau,Fissure vent(s),Unknown,Burma (Myanmar),"Philippines and SE Asia","Southeast Asia",22.7,95.98,507,Evidence Credible,90526,90526,223438,4290753
Singuil,Pyroclastic cone(s),Unknown,El Salvador,"México and Central America","El Salvador and Honduras",14.054,-89.631,926,Evidence Credible,25874,156926,883616,6672302
Siple,Shield,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-73.43,-126.67,3110,Evidence Uncertain,0,0,0,0
Sirung,Complex,2015,Indonesia,"Indonesia","Lesser Sunda Islands",-8.508,124.13,862,Eruption Observed,5966,19334,69744,418756
Slamet,Stratovolcano,2014,Indonesia,"Indonesia","Java",-7.242,109.208,3428,Eruption Observed,856,13401,2904026,20217467
Snaefellsjokull,Stratovolcano,200,Iceland,"Iceland and Arctic Ocean","Iceland (western)",64.8,-23.783,1446,Eruption Dated,9,129,2264,11820
Snegovoy,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.2,160.97,2169,Evidence Uncertain,0,0,4,2504
Snezhniy,Shield,Unknown,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.02,160.8,2169,Evidence Uncertain,0,0,10,1844
Snowy Mountain,Stratovolcano(es),1710,United States,"Alaska","Alaska Peninsula",58.336,-154.682,2162,Eruption Dated,0,0,0,248
Soche,Stratovolcano,-6650,Ecuador,"South America","Ecuador",0.552,-77.58,3955,Eruption Dated,123,1460,70322,1840573
Socompa,Stratovolcano,-5250,Chile-Argentina,"South America","Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Eruption Dated,5,113,538,8620
Socorro,Shield,1994,Mexico,"México and Central America","Mexico",18.78,-110.95,1050,Eruption Observed,0,0,0,0
Soda Lakes,Maar(s),Unknown,United States,"Canada and Western USA","USA (Nevada)",39.53,-118.87,1251,Evidence Credible,1616,11149,25655,557259
Sodore,Pyroclastic cone(s),Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",8.43,39.35,1765,Evidence Credible,432998,432998,648056,7539098
Sofugan,Stratovolcano,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",29.794,140.342,99,Evidence Uncertain,0,0,0,21
Sollipulli,Caldera,1240,Chile,"South America","Central Chile and Argentina",-38.97,-71.52,2282,Eruption Dated,2971,2971,8904,510741
Solo,Stratovolcano,Unknown,Chile-Argentina,"South America","Northern Chile, Bolivia and Argentina",-27.105,-68.713,6205,Evidence Credible,0,0,482,9975
Soputan,Stratovolcano,2016,Indonesia,"Indonesia","Sulawesi",1.112,124.737,1785,Eruption Observed,4724,69991,501336,1696768
Sorikmarapi,Stratovolcano,1986,Indonesia,"Indonesia","Sumatra",0.686,99.539,2145,Eruption Observed,203,1469,90257,1831957
Sork Ale,Stratovolcano,Unknown,Ethiopia-Eritrea,"Africa and Red Sea","Africa (northeastern) and Red Sea",13.18,41.725,1611,Evidence Uncertain,174,632,3896,38428
Sotara,Stratovolcano,Unknown,Colombia,"South America","Colombia",2.108,-76.592,4400,Evidence Credible,1188,5553,127782,1726425
Soufriere Guadeloupe,Stratovolcano,1977,France,"West Indies","West Indies",16.044,-61.664,1467,Eruption Observed,8839,71345,256899,482449
Soufriere Hills,Stratovolcano,2013,United Kingdom,"West Indies","West Indies",16.72,-62.18,915,Eruption Observed,3006,9401,9458,448929
Soufrière St. Vincent,Stratovolcano,1979,Saint Vincent and the Grenadines,"West Indies","West Indies",13.33,-61.18,1220,Eruption Observed,1491,15327,103882,291476
South Island,Stratovolcano,1888,Kenya,"Africa and Red Sea","Africa (eastern)",2.63,36.6,800,Eruption Observed,0,0,1959,98303
South Sarigan Seamount,Submarine,2010,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",16.58,145.78,-184,Eruption Observed,0,0,0,0
Southern EPR at 8°S,Submarine,1969,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",-8.27,-107.95,-2800,Eruption Observed,0,0,0,0
Southern EPR-Segment I,Submarine,1915,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",-18.53,-113.42,-2600,Eruption Dated,0,0,0,0
Southern EPR-Segment J,Submarine,1890,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",-18.175,-113.35,-2650,Eruption Dated,0,0,0,0
Southern EPR-Segment K,Submarine,1990,Undersea Features,"Hawaii and Pacific Ocean","Pacific Ocean (eastern)",-17.436,-113.206,-2566,Eruption Observed,0,0,0,0
Southern Thule,Stratovolcano(es),1975,United Kingdom,"Antarctica","Antarctica and South Sandwich Islands",-59.442,-27.225,1075,Eruption Observed,0,0,0,0
Spectrum Range,Shield,Unknown,Canada,"Canada and Western USA","Canada",57.43,-130.68,2430,Evidence Credible,0,0,0,386
Spokoiny,Stratovolcano,-3450,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",58.13,160.82,2171,Eruption Dated,0,0,16,2522
Spurr,Stratovolcano,1992,United States,"Alaska","Alaska (southwestern)",61.299,-152.251,3374,Eruption Observed,0,0,0,11097
Srednii,Submarine,Unknown,Russia,"Kuril Islands","Kuril Islands",47.6,152.92,36,Evidence Credible,0,0,8,279
St. Andrew Strait,Complex,1957,Papua New Guinea,"Melanesia and Australia","Admiralty Islands",-2.38,147.35,270,Eruption Observed,633,678,2870,47539
St. Catherine,Stratovolcano,Unknown,Grenada,"West Indies","West Indies",12.15,-61.67,840,Evidence Credible,8561,41976,84210,93321
St. Helens,Stratovolcano,2008,United States,"Canada and Western USA","USA (Washington)",46.2,-122.18,2549,Eruption Observed,78,427,2221,2173101
St. Michael,Shield(s),Unknown,United States,"Alaska","Alaska (western)",63.45,-162.12,715,Evidence Credible,662,662,662,2625
St. Paul,Stratovolcano,1793,France,"Middle East and Indian Ocean","Indian Ocean (southern)",-38.72,77.53,268,Eruption Observed,0,0,0,0
St. Paul Island,Shield,-1280,United States,"Alaska","Alaska (western)",57.18,-170.3,203,Eruption Dated,582,582,582,783
Steller,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",58.43,-154.4,2272,Evidence Credible,0,0,0,118
Stepovak Bay 2,Pyroclastic cone,Unknown,United States,"Alaska","Alaska Peninsula",55.913,-160.041,1323,Evidence Credible,0,0,0,1893
Stepovak Bay 3,Pyroclastic cone,Unknown,United States,"Alaska","Alaska Peninsula",55.929,-160.002,1555,Evidence Uncertain,0,0,0,1831
Stepovak Bay 4,Stratovolcano,Unknown,United States,"Alaska","Alaska Peninsula",55.954,-159.954,1557,Evidence Credible,0,0,12,1248
Stromboli,Stratovolcano,2017,Italy,"Mediterranean and Western Asia","Italy",38.789,15.213,924,Eruption Observed,2225,2225,3894,1347563
Sturge Island,Stratovolcano,Unknown,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-67.4,164.83,1167,Evidence Uncertain,0,0,0,0
Submarine Volcano NNE of Iriomotejima,Submarine,1924,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",24.57,123.93,-200,Eruption Observed,0,0,31167,50086
Suchitan,Stratovolcano(es),Unknown,Guatemala,"México and Central America","Guatemala",14.4,-89.78,2042,Evidence Credible,4149,49376,421074,8257118
Suiyo Seamount,Submarine,Unknown,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",28.575,140.633,-991,Unrest / Holocene,0,0,0,0
Sukaria Caldera,Caldera,Unknown,Indonesia,"Indonesia","Lesser Sunda Islands",-8.792,121.77,1500,Unrest / Holocene,64669,64669,94580,565179
Sulu Range,Stratovolcano(es),Unknown,Papua New Guinea,"Melanesia and Australia","New Britain",-5.5,150.942,610,Unrest / Holocene,298,1543,15051,135039
Sumaco,Stratovolcano,1895,Ecuador,"South America","Ecuador",-0.538,-77.626,3990,Evidence Uncertain,39,324,8384,679867
Sumbing,Stratovolcano,1921,Indonesia,"Indonesia","Sumatra",-2.414,101.728,2507,Eruption Observed,3,304,49583,1209448
Sumbing,Stratovolcano,1730,Indonesia,"Indonesia","Java",-7.384,110.07,3371,Eruption Observed,15294,310361,2425607,25707858
Sumisujima,Submarine,1916,Japan,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",31.44,140.051,136,Eruption Observed,0,0,0,0
Sundoro,Stratovolcano,1971,Indonesia,"Indonesia","Java",-7.3,109.992,3136,Eruption Observed,52462,496751,2086299,24996512
Suoh,Caldera(s),1933,Indonesia,"Indonesia","Sumatra",-5.25,104.27,1000,Eruption Observed,837,2048,24619,1616500
Supply Reef,Submarine,1989,United States,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",20.13,145.1,-8,Eruption Dated,0,0,0,0
Suretamatai,Complex,1966,Vanuatu,"Melanesia and Australia","Vanuatu",-13.8,167.47,921,Eruption Observed,68,3509,5555,9242
Suswa,Shield,Unknown,Kenya,"Africa and Red Sea","Africa (eastern)",-1.151,36.357,2356,Evidence Credible,474,4041,105232,6914644
Suwanosejima,Stratovolcano(es),2017,Japan,"Japan, Taiwan, Marianas","Ryukyu Islands and Kyushu",29.638,129.714,796,Eruption Observed,107,107,325,1966
Taal,Caldera,1977,Philippines,"Philippines and SE Asia","Luzon",14.002,120.993,311,Eruption Observed,717090,717090,2380326,24814047
Taapaca,Complex,-320,Chile,"South America","Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Eruption Dated,3,87,1994,505369
Taburete,Stratovolcano,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.435,-88.532,1172,Evidence Uncertain,11815,71829,581517,5543122
Tacana,Stratovolcano,1986,Mexico-Guatemala,"México and Central America","Mexico",15.132,-92.109,4064,Eruption Observed,3032,20932,598594,4523701
Tacora,Stratovolcano(es),Unknown,Chile-Peru,"South America","Northern Chile, Bolivia and Argentina",-17.72,-69.77,5980,Unrest / Holocene,7,539,8757,411691
Tafahi,Stratovolcano,Unknown,Tonga,"New Zealand to Fiji","Tonga Islands",-15.85,-173.72,560,Evidence Uncertain,37,37,1706,1706
Taftan,Stratovolcano,Unknown,Iran,"Middle East and Indian Ocean","Middle East (eastern)",28.6,61.13,3940,Evidence Credible,8,132,8118,191711
Tafu-Maka,Submarine,2008,Tonga,"New Zealand to Fiji","Tonga Islands",-15.37,-174.23,-1400,Eruption Observed,0,0,0,1755
Tahalra Volcanic Field,Pyroclastic cone(s),Unknown,Algeria,"Africa and Red Sea","Africa (northern)",22.67,5.0,1467,Evidence Credible,0,0,518,86063
Tahual,Stratovolcano,Unknown,Guatemala,"México and Central America","Guatemala",14.43,-89.9,1716,Evidence Credible,10052,49010,449894,7570087
Tair,Stratovolcano,2008,Yemen,"Africa and Red Sea","Africa (northeastern) and Red Sea",15.55,41.83,244,Eruption Observed,0,0,0,14493
Taisetsuzan,Stratovolcano(es),1739,Japan,"Japan, Taiwan, Marianas","Hokkaido",43.664,142.854,2291,Eruption Dated,19,119,16391,1304267
Tajumulco,Stratovolcano,Unknown,Guatemala,"México and Central America","Guatemala",15.043,-91.903,4203,Evidence Credible,2398,71560,796805,5255535
Takaharayama,Stratovolcano,-4570,Japan,"Japan, Taiwan, Marianas","Honshu",36.9,139.777,1795,Eruption Dated,303,4572,381490,8750106
Takahe,Shield,-5550,Antarctica,"Antarctica","Antarctica and South Sandwich Islands",-76.28,-112.08,3460,Eruption Dated,0,0,0,0
Takawangha,Stratovolcano,1550,United States,"Alaska","Aleutian Islands",51.873,-178.006,1449,Eruption Dated,0,0,0,0
Takuan Group,Compound,Unknown,Papua New Guinea,"Melanesia and Australia","Bougainville and Solomon Islands",-6.442,155.608,2210,Evidence Credible,13,1177,62020,98513
Talagabodas,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.208,108.07,2201,Unrest / Holocene,7953,68266,2388005,24525517
Talakmau,Complex,Unknown,Indonesia,"Indonesia","Sumatra",0.079,99.98,2919,Evidence Credible,75,3261,352639,2728121
Talang,Stratovolcano,2007,Indonesia,"Indonesia","Sumatra",-0.979,100.681,2575,Eruption Observed,1593,18512,214975,3283153
Tambo Quemado,Pyroclastic shield,Unknown,Bolivia,"South America","Northern Chile, Bolivia and Argentina",-18.62,-68.75,4215,Evidence Credible,113,541,4293,48050
Tambora,Stratovolcano,1967,Indonesia,"Indonesia","Lesser Sunda Islands",-8.25,118.0,2850,Eruption Observed,4156,11331,89006,1036033
Tampomas,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-6.77,107.95,1684,Evidence Credible,47404,194503,2301649,24709382
Tana,Stratovolcano(es),Unknown,United States,"Alaska","Aleutian Islands",52.83,-169.77,1170,Evidence Credible,0,0,0,8
Tanaga,Stratovolcano(es),1914,United States,"Alaska","Aleutian Islands",51.885,-178.146,1806,Eruption Observed,0,0,0,0
Tandikat-Singgalang,Stratovolcano(es),1924,Indonesia,"Indonesia","Sumatra",-0.39,100.331,2854,Eruption Observed,130,38799,604282,4022932
Tangaroa,Submarine,Unknown,New Zealand,"New Zealand to Fiji","New Zealand",-36.321,178.028,-600,Unrest / Holocene,0,0,0,0
Tangkoko-Duasudara,Stratovolcano,1880,Indonesia,"Indonesia","Sulawesi",1.518,125.185,1334,Eruption Observed,445,57792,135761,1227998
Tangkubanparahu,Stratovolcano,2013,Indonesia,"Indonesia","Java",-6.77,107.6,2084,Eruption Observed,100608,518822,5729309,32855731
Tao-Rusyr Caldera,Stratovolcano,1952,Russia,"Kuril Islands","Kuril Islands",49.35,154.7,1325,Eruption Observed,0,73,83,394
Tara,Stratovolcano,2015,Indonesia,"Indonesia","Lesser Sunda Islands",-7.791,123.585,633,Eruption Observed,207,207,207,455429
Tarakan,Pyroclastic cone(s),Unknown,Indonesia,"Indonesia","Halmahera",1.83,127.83,318,Evidence Credible,18056,23570,85055,360761
Taranaki [Egmont],Stratovolcano,1854,New Zealand,"New Zealand to Fiji","New Zealand",-39.3,174.07,2518,Eruption Observed,200,230,77381,104499
Taryatu-Chulutu,Volcanic field,-2980,Mongolia,"Kamchatka and Mainland Asia","Mongolia",48.133,99.95,2326,Eruption Dated,5602,5602,5602,29050
Tat Ali,Shield,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",13.284,41.063,655,Evidence Credible,32,44,2130,100598
Tata Sabaya,Stratovolcano,Unknown,Bolivia,"South America","Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,Evidence Credible,97,519,6266,40064
Tatun Group,Lava dome(s),648,Taiwan,"Japan, Taiwan, Marianas","Taiwan",25.17,121.52,1120,Eruption Dated,5084149,5084149,6735396,9862061
Ta'u,Shield,Unknown,United States,"New Zealand to Fiji","Samoan and Wallis Islands",-14.23,-169.454,931,Evidence Credible,95,1154,1538,1538
Taunshits,Stratovolcano,-550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",54.528,159.804,2301,Eruption Dated,0,0,186,11110
Taupo,Caldera,260,New Zealand,"New Zealand to Fiji","New Zealand",-38.82,176.0,760,Eruption Dated,21456,21456,26674,161966
Taveuni,Shield,1550,Fiji,"New Zealand to Fiji","Fiji Islands",-16.82,-179.97,1241,Eruption Dated,692,3220,19186,146131
Tavui,Caldera,-4946,Papua New Guinea,"Melanesia and Australia","New Britain",-4.12,152.2,200,Eruption Dated,30373,30373,152530,259182
Teahitia,Submarine,1985,France,"Hawaii and Pacific Ocean","Pacific Ocean (central)",-17.564,-148.821,-1743,Eruption Dated,0,0,0,203248
Tecapa,Stratovolcano,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.494,-88.502,1593,Evidence Credible,37337,80502,590144,5599535
Tecuamburro,Stratovolcano,-960,Guatemala,"México and Central America","Guatemala",14.156,-90.407,1845,Eruption Dated,1939,29560,313834,6874746
Telica,Stratovolcano(es),2016,Nicaragua,"México and Central America","Nicaragua",12.606,-86.84,1036,Eruption Observed,1079,21990,327294,2982538
Telomoyo,Stratovolcano,Unknown,Indonesia,"Indonesia","Java",-7.362,110.4,1864,Evidence Credible,38661,166844,2794587,25617237
Telong,Stratovolcano,1937,Indonesia,"Indonesia","Sumatra",4.769,96.821,2617,Eruption Observed,1342,25733,125812,1631846
Tenchozan,Crater rows,Unknown,Japan,"Japan, Taiwan, Marianas","Hokkaido",44.044,145.086,1046,Eruption Dated,0,0,0,0
Tenduruk Dagi,Shield,1855,Turkey,"Mediterranean and Western Asia","Turkey",39.356,43.874,3514,Eruption Observed,550,5060,173581,1938900
Tenerife,Stratovolcano,1909,Spain,"Atlantic Ocean","Canary Islands",28.271,-16.641,3715,Eruption Observed,0,156,337660,766276
Tengchong,Pyroclastic cone(s),-5750,China,"Philippines and SE Asia","Southeast Asia",25.23,98.5,2865,Eruption Dated,153375,153375,419814,2932117
Tengger Caldera,Stratovolcano(es),2016,Indonesia,"Indonesia","Java",-7.942,112.95,2329,Eruption Observed,27826,69451,1420878,22628278
Tenorio,Stratovolcano(es),Unknown,Costa Rica,"México and Central America","Costa Rica",10.673,-85.015,1916,Evidence Credible,436,11670,92344,943351
Teon,Stratovolcano,1904,Indonesia,"Indonesia","Banda Sea",-6.976,129.144,728,Eruption Observed,19,102,102,2045
Tepi,Shield,Unknown,Ethiopia,"Africa and Red Sea","Africa (northeastern) and Red Sea",7.42,35.43,2728,Unrest / Holocene,63395,63395,207121,1629787
Terceira,Stratovolcano(es),2000,Portugal,"Atlantic Ocean","Azores",38.73,-27.32,1023,Eruption Observed,2928,12299,55425,81512
Terpuk,Shield,-800,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.2,159.83,765,Eruption Dated,0,2,33,4551
Theistareykir,Shield,-900,Iceland,"Iceland and Arctic Ocean","Iceland (northeastern)",65.833,-17.166,540,Eruption Dated,0,36,3711,25779
Three Sisters,Complex,440,United States,"Canada and Western USA","USA (Oregon)",44.133,-121.767,3159,Eruption Dated,0,0,5672,279885
Ticsani,Lava dome(s),1800,Peru,"South America","Peru",-16.755,-70.595,5408,Eruption Dated,48,977,18160,227639
Tidore,Stratovolcano,Unknown,Indonesia,"Indonesia","Halmahera",0.658,127.4,1730,Evidence Credible,37379,74120,320483,530066
Tigalalu,Stratovolcano,Unknown,Indonesia,"Indonesia","Halmahera",0.07,127.42,422,Evidence Credible,621,2350,7396,422007
Tigre,Stratovolcano,Unknown,El Salvador,"México and Central America","El Salvador and Honduras",13.47,-88.43,1640,Evidence Credible,24354,112718,786750,5456104
Tigre,Stratovolcano,Unknown,Honduras,"México and Central America","El Salvador and Honduras",13.272,-87.641,783,Evidence Credible,5000,9983,156692,2725661
Tilocalar,Stratovolcano(es),Unknown,Chile,"South America","Northern Chile, Bolivia and Argentina",-23.97,-68.13,3116,Evidence Uncertain,5,9,487,6154
Tin Zaouatene Volcanic Field,Volcanic field,Unknown,Mali,"Africa and Red Sea","Africa (northern)",19.83,2.83,700,Evidence Credible,96,96,199,1961
Tinakula,Stratovolcano,2012,Solomon Islands,"Melanesia and Australia","Santa Cruz Islands",-10.38,165.8,851,Eruption Observed,0,19,19,20155
Tindfjallajokull,Stratovolcano,Unknown,Iceland,"Iceland and Arctic Ocean","Iceland (southern)",63.783,-19.716,1464,Evidence Uncertain,0,0,833,19159
Tinguiririca,Stratovolcano,1917,Chile,"South America","Central Chile and Argentina",-34.814,-70.352,4280,Eruption Observed,10,47,1883,881383
Tipas,Complex,Unknown,Argentina,"South America","Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,Evidence Credible,0,4,343,11101
Titila,Shield(s),-550,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",57.4,160.1,1559,Eruption Dated,0,0,72,2877
Tjornes Fracture Zone,Submarine,1868,Iceland,"Iceland and Arctic Ocean","Iceland (northeastern)",66.309,-17.118,-75,Eruption Observed,0,0,807,22407
Tlevak Strait-Suemez Is.,Volcanic field,Unknown,United States,"Alaska","Alaska (eastern)",55.25,-133.3,50,Evidence Credible,0,0,1596,6552
Toba,Caldera,Unknown,Indonesia,"Indonesia","Sumatra",2.58,98.83,2157,Evidence Credible,125908,125908,168995,3437177
Tobaru,Unknown,Unknown,Indonesia,"Indonesia","Halmahera",1.63,127.67,1035,Evidence Credible,215,5963,64388,532821
Todoko-Ranu,Caldera(s),Unknown,Indonesia,"Indonesia","Halmahera",1.25,127.47,979,Evidence Credible,366,10748,56900,631999
Todra Volcanic Field,Pyroclastic cone(s),Unknown,Niger,"Africa and Red Sea","Africa (northern)",17.68,8.5,1780,Evidence Credible,362,362,927,146935
Tofua,Caldera,2014,Tonga,"New Zealand to Fiji","Tonga Islands",-19.75,-175.07,515,Eruption Observed,1556,1556,1556,8789
Toh,Volcanic field,Unknown,Chad,"Africa and Red Sea","Africa (northern)",21.33,16.33,2000,Evidence Credible,0,0,0,4088
Tokachidake,Stratovolcano(es),2004,Japan,"Japan, Taiwan, Marianas","Hokkaido",43.418,142.686,2077,Eruption Observed,12,227,60382,1373264
Tolbachik,Shield,2013,Russia,"Kamchatka and Mainland Asia","Kamchatka Peninsula",55.832,160.326,3611,Eruption Observed,0,0,225,10487
Tolhuaca,Stratovolcano,-4000,Chile,"South America","Central Chile and Argentina",-38.31,-71.645,2739,Evidence Credible,82,494,13873,567185
